@relation 'generators.RandomRBFGenerator -a 20'

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute class {class1,class2}

@data
1.114933,0.146818,1.119995,0.153286,0.396421,0.274765,0.935285,0.998478,0.029531,0.332188,0.599176,0.675493,0.776191,0.884494,0.322082,0.616173,0.477952,-0.125606,0.213761,0.269739,class1
0.524865,0.278102,0.029724,0.847563,0.151736,0.190986,0.878909,0.494614,0.41218,0.37828,0.300096,0.227985,0.543862,0.305267,0.311362,0.726762,0.185926,0.659339,0.071638,0.546434,class2
0.503867,0.125571,0.502222,0.66742,0.126612,0.960425,0.5,0.112235,0.481894,0.983925,0.399589,0.210854,0.556736,0.616363,0.737328,0.121545,0.834711,0.058147,0.912918,0.407952,class1
0.832423,0.277994,0.780032,0.914178,0.603799,0.261073,0.397295,0.651359,0.311944,0.331386,0.364517,0.560838,0.681905,0.170918,0.621841,0.251612,0.572094,0.726801,0.001877,0.255147,class1
0.840698,0.931629,0.007714,0.625185,0.301271,0.987269,0.799914,0.299252,0.830638,0.78341,0.54252,0.651977,0.854525,0.345041,0.870325,0.750022,0.003155,0.473854,0.396807,0.304329,class2
0.564361,0.325456,0.856098,0.895419,0.211367,0.982787,0.850113,0.154861,0.396075,0.885243,0.359121,0.330799,0.047757,0.290091,0.300341,0.053828,0.986119,0.254935,0.1354,0.895859,class1
0.812559,0.165246,0.220887,0.54596,0.036284,0.692062,0.852825,1.162997,0.593507,0.449692,0.697558,0.405787,0.139161,0.037269,0.312662,0.464626,0.436329,0.316412,1.148432,0.085034,class2
0.052209,0.90994,0.121569,0.519988,0.814526,0.020972,0.692949,0.640201,0.879703,0.03918,0.370254,0.691193,0.165331,0.408202,0.774954,0.13631,0.219567,0.776077,0.917666,0.737411,class2
0.008489,0.433589,0.585595,0.106926,0.903906,0.843855,0.08962,0.712105,0.187089,0.524692,0.374557,0.256199,0.441381,0.679981,0.755781,0.728833,0.982458,0.742888,0.286781,0.508992,class1
0.113389,0.658337,0.649891,0.603478,0.321435,0.967524,0.656313,0.262604,0.435405,0.740295,0.043817,0.635258,0.370482,0.774303,0.139558,0.409611,0.356931,0.557992,0.476768,0.345636,class2
0.513336,0.653748,1.102779,0.741082,0.188233,0.716455,0.2544,0.33709,0.385791,0.347979,0.488661,0.788368,0.04981,-0.115492,0.445659,0.07322,0.197304,0.738724,0.51126,0.789509,class2
0.150722,0.640916,0.607599,0.506434,0.527426,0.893626,0.633383,0.384382,0.39111,0.870168,0.145638,0.543583,0.193429,0.684215,0.155337,0.319642,0.476475,0.395244,0.525323,0.448934,class2
0.990373,0.610594,0.034133,0.030565,0.584138,0.860288,0.140285,0.812806,0.924336,0.212166,0.31728,0.549964,0.421281,0.349369,0.75568,0.694486,0.918576,0.230887,0.660201,0.803078,class2
0.827833,0.614238,0.541505,0.700483,0.626907,0.974973,0.310529,0.095294,-0.001339,0.856572,0.757264,0.112879,0.451511,0.865568,0.610458,0.3493,0.684298,0.358198,0.494019,0.991197,class1
0.008414,-0.123537,0.088249,0.103439,-0.157018,0.597235,0.946454,0.139117,0.243,0.09641,0.558463,0.875129,1.050363,-0.30043,0.302781,0.541101,0.103877,0.039321,0.218206,0.468879,class2
1.074319,0.129148,1.063155,0.120859,0.572748,0.151654,0.799793,1.035016,0.156344,0.297447,0.516523,0.801581,0.818045,0.880736,0.043771,0.900021,0.225791,-0.086014,0.287078,0.319771,class1
0.138298,-0.080016,0.317953,-0.144662,0.324257,0.828858,0.155391,0.431332,0.356259,0.205588,0.638552,0.152329,0.70592,0.504388,0.836889,0.375275,0.479377,0.744165,0.621403,0.908358,class1
0.513675,0.267927,0.867983,0.825237,0.09027,0.911003,0.980078,0.215509,0.384558,0.856184,0.440375,0.353566,0.106145,0.370138,0.178218,0.133638,0.926957,0.2855,0.21765,0.933047,class1
0.098322,0.517906,0.600059,0.438241,0.542757,0.657948,0.218491,0.774478,0.891394,0.805443,0.096779,0.524577,0.315482,0.724994,0.47777,0.829999,0.31799,0.740442,0.477193,0.132509,class1
0.052627,0.912222,0.12292,0.521559,0.816164,0.017904,0.693191,0.640487,0.879577,0.038175,0.369201,0.693075,0.166902,0.410867,0.77409,0.136341,0.218932,0.778894,0.916428,0.73784,class2
0.730877,-0.024913,0.033282,0.748427,0.963451,1.054778,0.20453,0.977476,0.201455,0.152608,0.589418,0.615621,0.753951,0.746052,0.698314,1.041435,0.385083,0.350383,0.397802,0.27395,class2
0.926021,0.996099,0.740048,0.814155,0.57987,0.449567,0.409816,0.4672,0.668128,0.313688,0.88471,0.722045,0.719719,0.521788,0.963496,0.748011,0.738316,0.853038,0.531914,0.269657,class2
0.733787,0.89738,0.498667,0.988158,0.862072,0.991303,0.225229,0.07709,0.746161,0.946411,0.02478,0.684965,0.853855,0.062499,0.41312,0.354238,0.986128,0.560127,0.473012,0.054027,class2
0.051843,0.912491,0.122329,0.520701,0.812969,0.019643,0.696377,0.641278,0.881323,0.041942,0.371533,0.695364,0.16845,0.411873,0.773543,0.132795,0.22138,0.779743,0.917179,0.738507,class2
0.834172,0.721607,-0.063678,0.098704,0.775044,0.721887,0.192085,0.757544,0.849544,0.148501,0.306852,0.492753,0.422936,0.469767,0.607917,0.568399,0.949032,0.336825,0.581724,0.850068,class2
0.365864,0.665844,1.030686,0.456433,0.91253,1.005426,0.547273,0.416254,0.709072,0.872901,0.761022,0.491904,0.123355,0.658329,-0.018201,0.323784,0.649924,0.003587,0.147551,0.256847,class1
0.268799,0.689133,0.314637,0.33264,0.748911,0.92264,0.925221,0.346097,0.095314,0.152445,0.37933,0.955832,0.601548,0.734157,0.156869,0.386199,0.027101,0.288776,0.194365,0.703155,class1
-0.160837,0.823008,0.662832,0.527515,0.630954,0.238487,0.607233,0.453162,0.098015,-0.166146,0.662456,0.925246,0.37953,0.348513,0.547855,0.739197,0.672763,0.980273,0.296887,0.164806,class1
0.537319,0.292078,0.745958,0.69323,0.058068,0.824387,0.933402,0.185523,0.485328,0.933606,0.480809,0.425097,0.222286,0.467534,0.302263,0.057043,0.924608,0.237898,0.152918,0.871684,class1
0.519376,0.76236,0.48485,0.936459,0.559994,0.310511,0.325003,-0.091462,0.262452,0.874311,0.215534,0.442448,0.402712,0.875207,0.974712,0.497351,0.810413,0.514614,0.174349,0.519714,class1
0.309292,0.548287,0.149455,0.33412,0.779546,0.660484,0.430564,0.276348,1.046141,0.749721,0.853571,0.127802,0.10805,0.368948,0.836108,0.678413,0.610276,0.373171,0.187741,0.902016,class1
0.920432,0.996416,0.736719,0.820024,0.580435,0.448079,0.413178,0.466457,0.670885,0.313127,0.888962,0.720369,0.720314,0.521865,0.969164,0.746415,0.741215,0.850527,0.533693,0.269618,class2
1.136169,0.521237,0.254398,0.152187,0.699946,0.515363,0.116494,1.131553,0.949578,0.398,0.292969,0.62643,0.316478,0.161908,0.636528,0.83266,0.606991,0.510692,0.371858,0.869976,class2
0.736339,-0.198864,1.028783,0.660382,0.104137,0.248921,-0.163629,0.788132,0.929906,0.761574,0.055102,0.538592,1.022631,0.825485,-0.348374,0.796854,0.060241,0.401721,0.818892,0.711229,class1
0.556212,0.809927,0.937753,0.600581,0.270239,0.530568,0.41875,0.176155,0.27709,0.441251,0.529183,0.732208,0.135289,0.048939,0.426609,0.09206,0.067734,0.744635,0.367511,0.711334,class2
0.541422,0.285308,0.836938,0.792357,0.09696,0.919147,0.946253,0.243484,0.407558,0.847644,0.416659,0.38498,0.12809,0.401215,0.21014,0.112557,0.91238,0.278519,0.239522,0.947914,class1
0.596604,0.120189,0.655431,0.986961,0.206497,0.345165,0.496555,0.345778,0.440919,0.486894,1.024771,0.592495,0.90216,0.498037,0.502711,0.462013,0.293735,0.7218,0.984662,0.165054,class1
0.877651,0.230509,0.692268,0.79612,0.712732,0.231115,0.457087,0.747398,0.33591,0.221177,0.334184,0.487906,0.620044,0.129726,0.624901,0.144725,0.668993,0.751087,0.06376,0.116622,class1
-0.079093,0.824685,0.879253,0.277281,0.999057,0.579464,0.223075,0.248691,0.005585,0.936583,0.673726,0.693636,0.234897,0.300691,0.535325,0.716655,0.881003,0.97002,-0.055201,0.700043,class1
-0.294636,0.690968,0.98018,0.486922,0.562813,0.610978,0.74839,0.339882,0.219813,0.271011,0.052786,0.562773,0.450949,0.894132,-0.090076,0.465809,0.112654,0.50682,0.535251,0.249971,class2
0.661149,0.127258,0.143517,0.70144,0.457131,1.156647,1.043134,0.298005,0.037412,0.683211,0.836316,0.264014,0.813365,0.976991,0.007914,0.157852,0.044256,0.797688,0.664847,0.681372,class1
0.051618,0.91121,0.123536,0.522534,0.815366,0.018893,0.693503,0.639568,0.880645,0.038808,0.369489,0.69355,0.166006,0.411344,0.774438,0.135332,0.218928,0.778775,0.915616,0.739236,class2
0.392351,0.378816,0.152354,0.135191,0.663923,0.559843,0.530904,0.219262,0.204367,0.44532,0.438251,0.320512,0.349315,0.632202,0.338905,0.945575,0.758265,0.104346,0.705423,0.847246,class2
0.37041,0.567242,0.018948,0.391372,0.726047,0.655969,0.57362,0.206184,0.88898,0.688919,0.669977,0.159119,0.124851,0.4602,0.951283,0.715974,0.693494,0.341889,-0.089637,0.874618,class1
0.695868,0.302622,-0.163113,-0.229276,0.690969,0.971675,0.117189,0.887406,1.052338,-0.085888,0.371776,0.353642,0.376355,0.339359,0.946498,0.88689,1.156951,0.026145,0.457202,0.858713,class2
0.322231,-0.053773,0.964702,0.376737,0.474497,0.622593,0.546916,0.84057,0.759957,0.743469,0.745566,0.272431,0.036371,1.147713,0.105581,0.417245,0.746283,0.046141,0.475288,0.742796,class2
0.988833,0.300935,0.620975,0.612052,0.838503,0.367154,0.506818,0.029479,0.897708,0.439193,0.294694,0.558335,0.542261,0.263079,0.334832,0.467901,0.732999,0.316004,0.650444,0.576914,class2
1.101964,0.042373,0.316129,0.126268,-0.082713,0.463606,-0.275384,0.296373,-0.185021,-0.105058,0.364504,0.364331,0.256618,0.665982,0.464826,0.855622,0.167043,0.640734,1.088698,0.487819,class1
0.279848,0.658634,0.325875,0.282909,0.734802,0.855657,0.907044,0.326781,0.162384,0.225072,0.370975,0.99386,0.660967,0.733939,0.210752,0.414432,0.052972,0.238353,0.213462,0.756157,class1
0.644741,0.138118,0.681405,1.019903,0.231355,0.391773,0.455284,0.334594,0.480658,0.519115,1.036977,0.645442,0.940096,0.528046,0.498168,0.449854,0.328189,0.720408,0.999311,0.189261,class1
0.668376,0.287731,0.657946,0.905633,0.685843,-0.009451,-0.005586,0.516658,0.506848,-0.041836,0.394291,0.454579,0.706024,0.543389,0.39731,0.397102,1.272864,1.225326,0.155425,0.490089,class2
0.580058,0.39783,-0.037076,0.780113,0.387558,0.891473,0.814971,0.818078,0.8741,1.070558,0.103688,0.599956,0.249217,0.831257,0.390145,0.839938,0.599948,0.129648,0.012408,0.619237,class2
0.93645,0.651809,0.011662,0.052997,0.636117,0.836459,0.117405,0.821485,0.892873,0.231813,0.302754,0.509449,0.474313,0.383112,0.752199,0.651212,0.845618,0.218758,0.645681,0.835168,class2
0.696238,0.506744,0.580056,0.545719,0.407906,-0.05646,0.219623,0.893142,0.891613,0.485588,0.215595,0.338387,0.581417,0.78968,0.571161,1.035643,-0.010459,0.447493,0.267114,0.337637,class2
0.449962,0.184625,0.910117,0.491141,0.619259,0.102845,0.272814,0.676082,0.459745,0.295483,0.592199,0.389794,0.530175,1.086422,0.358631,0.623433,0.267054,0.54737,0.878597,0.433431,class1
0.984339,0.061864,0.733259,0.733046,0.636096,0.388212,0.282455,0.13977,0.88478,0.537563,0.739868,0.48518,0.10086,0.225365,-0.038475,0.55928,0.824908,0.358984,0.94576,0.797656,class2
0.320836,0.226108,0.972757,0.855735,0.77069,0.121275,0.15008,0.630655,0.231648,0.318715,0.529829,0.671672,0.887481,0.654448,0.723848,0.38276,0.942192,0.956139,0.228944,0.845084,class2
0.622489,0.146814,0.712888,0.958604,0.276708,0.293732,0.399402,0.305139,0.490749,0.436126,1.032341,0.558578,0.890026,0.479815,0.490021,0.478092,0.256437,0.76943,1.015283,0.272799,class1
0.795202,0.531327,0.45029,0.874782,0.918436,0.497374,0.073822,0.512361,0.072713,0.628436,0.866407,0.826297,-0.015299,0.077384,0.446026,0.244268,0.974292,0.410366,0.000549,0.74399,class2
0.524501,0.252934,0.80051,0.777577,0.087467,0.914595,0.918638,0.269488,0.388333,0.85057,0.427523,0.361053,0.118464,0.371851,0.211406,0.123836,0.890248,0.25538,0.206179,0.960827,class1
0.394526,0.778773,-0.152861,0.591957,0.236498,0.956694,0.759203,0.741447,0.563355,1.067282,0.112603,0.457551,0.122416,0.485289,0.495697,0.837306,0.188176,0.352087,0.216399,0.55837,class2
0.695646,0.250735,0.303212,-0.014186,0.674184,0.655043,0.655406,0.965524,0.60934,0.201218,0.144917,0.972607,0.979021,0.740458,0.155588,0.747153,0.178367,0.11848,0.655412,0.575689,class2
0.786802,0.137751,0.123556,0.512661,0.529938,0.02875,0.639091,0.448459,0.228896,0.15457,0.255524,0.556266,0.899525,0.432375,0.843733,0.599591,0.221101,0.576088,0.421217,0.083434,class1
0.084082,0.94531,0.349737,0.243411,0.054996,0.976412,0.548575,0.820189,0.823018,0.456446,0.524315,0.117762,0.642755,0.428478,0.338016,0.73198,0.04149,0.837379,0.694055,0.837525,class2
1.310212,0.483369,0.148453,0.785202,0.79549,0.89523,-0.084427,0.218358,0.431568,0.152198,0.500111,1.079552,0.454791,0.324175,0.70244,0.323163,0.657166,0.183145,-0.112706,0.468957,class2
1.007386,0.638,0.618449,0.138714,0.700324,0.502233,0.886571,0.215685,0.860026,0.484558,0.441467,0.365372,0.507623,0.87895,0.744484,1.148333,0.910739,0.16705,0.935501,0.286469,class2
0.670669,0.2613,0.521897,0.661197,-0.066767,0.606007,-0.116263,0.425787,0.353084,-0.187985,0.788191,0.460407,0.692384,0.658555,0.61006,0.895123,0.295826,0.807767,0.443219,0.46481,class1
0.971532,0.615471,0.03671,0.00998,0.649175,0.813267,0.137714,0.846322,0.92426,0.206005,0.299367,0.496923,0.479074,0.391902,0.741329,0.683708,0.841949,0.2118,0.634218,0.810384,class2
0.68998,0.74239,0.526821,0.013751,0.398943,1.002032,0.120293,0.924284,0.067028,0.06811,0.40926,0.711458,0.197735,0.734932,0.473094,0.975981,0.712421,0.072628,0.509758,0.42815,class2
0.847251,0.088401,0.951513,0.812334,0.149254,0.753181,0.218747,0.67275,0.806153,0.726461,0.377232,0.131314,0.564562,0.701186,0.016393,0.552334,0.289471,0.927141,0.923925,-0.028961,class1
0.201216,0.474562,0.555058,0.303136,0.046754,0.103916,0.436624,0.207887,0.829204,-0.000642,0.752104,0.695357,0.978206,0.038489,0.188966,0.116085,0.731463,0.187208,0.353174,0.812818,class1
0.142633,1.229017,0.20597,0.453638,-0.170905,0.755945,0.831599,0.5706,0.665448,0.278256,0.303992,0.33211,0.82902,0.51128,0.468689,0.898944,0.145883,0.937323,0.796783,0.834195,class2
0.746572,0.732107,0.721787,0.461534,0.406466,0.320282,0.66346,0.549754,0.977587,0.80245,0.233117,0.651897,0.249189,0.350799,0.40626,0.217181,0.421806,0.511594,0.093306,0.115169,class2
0.923359,0.994019,0.739823,0.820921,0.576604,0.44378,0.411115,0.46905,0.669991,0.312152,0.881847,0.727447,0.71997,0.527139,0.960249,0.742732,0.736161,0.852383,0.531299,0.270186,class2
0.548614,0.04697,0.816304,1.144929,0.140226,0.313078,0.40597,0.404468,0.340402,0.548796,1.117036,0.609834,0.825612,0.367276,0.43726,0.46599,0.458226,0.785092,0.9416,0.154958,class1
0.258742,0.639646,0.898944,0.4781,0.866601,0.892418,0.626533,0.332045,0.709169,0.864062,0.785153,0.575725,0.143618,0.509322,0.023111,0.371992,0.666663,0.088857,0.187567,0.173672,class1
0.597994,0.769617,0.459201,0.902139,0.43378,0.225889,0.335254,-0.045756,0.262591,0.996993,0.308806,0.463707,0.44753,0.861959,1.004297,0.504094,0.859504,0.552187,0.128521,0.562065,class1
1.019618,0.996061,0.32855,0.928957,0.416998,1.189569,0.139857,0.409844,-0.435497,0.499472,0.481461,-0.463267,0.452446,0.244686,0.478977,0.385755,1.187052,0.620919,0.706507,0.392646,class1
0.888252,0.281726,0.791576,0.814123,0.542059,0.334257,0.415648,0.638717,0.209397,0.291946,0.34064,0.5125,0.68676,0.131717,0.689856,0.292093,0.541543,0.804333,0.064242,0.251937,class1
1.227823,0.430572,1.500962,0.843264,0.596993,0.45165,0.011402,0.407062,1.117499,1.019888,0.518351,0.004817,0.182264,0.897656,0.536458,0.833875,-0.154791,0.727697,1.210509,0.196188,class1
0.898916,0.530384,0.037798,-0.043898,0.588716,0.86217,0.038568,0.8839,0.935747,0.150858,0.22513,0.414211,0.463334,0.40227,0.660263,0.73656,0.867307,0.177052,0.728334,0.806296,class2
0.019055,0.251616,0.392918,0.046229,0.699635,0.692761,0.293723,0.068851,0.953744,0.534694,0.997217,0.512656,0.314894,0.149238,0.885645,0.881238,0.427439,0.222848,-0.141607,0.971636,class1
0.361877,0.398474,0.073576,0.185178,0.698097,0.497602,0.655205,0.094424,0.134489,0.500202,0.407078,0.27749,0.422245,0.638057,0.356845,0.977712,0.826992,0.105697,0.594028,0.895585,class2
0.8049,0.143166,0.577826,0.469857,0.075066,0.580876,0.00406,0.632087,0.08191,0.055249,0.662021,0.242076,0.650948,0.886725,0.315225,0.581101,0.258103,0.89558,0.763863,0.428264,class1
0.817798,0.806695,0.353915,0.123006,0.920456,0.455118,0.101592,0.637941,0.553458,0.590343,0.917481,0.380384,0.124897,0.11478,0.442824,0.897289,0.372382,0.553326,0.661743,0.122744,class1
0.576922,0.450006,0.642839,0.616117,0.509447,-0.097262,0.888955,0.142051,0.804685,-0.121986,0.967263,0.75554,-0.280976,0.295261,0.466147,-0.114777,0.360399,1.108815,0.241325,0.656415,class1
0.688851,0.885042,0.920447,0.496906,0.256772,0.671914,0.531976,0.229803,0.178409,0.44975,0.440267,0.581875,0.146792,0.068179,0.412474,-0.002173,0.132713,0.714656,0.295575,0.737454,class2
0.614261,0.479389,0.119435,0.22318,0.622207,1.03497,0.509448,0.595549,0.666005,0.062693,0.632629,0.566743,0.323774,0.707183,0.802994,0.645923,0.883208,0.142054,0.934627,1.082805,class2
0.694569,0.152151,0.688814,0.985721,0.190039,0.334387,0.463856,0.31399,0.487249,0.481678,0.95753,0.640077,0.888531,0.517915,0.45127,0.39793,0.282419,0.720523,1.009792,0.249608,class1
0.964887,0.219571,0.825198,0.580142,0.211847,0.029037,0.512996,0.61343,0.743681,0.313667,-0.02537,0.035818,0.564099,0.591403,0.215037,0.711313,0.945287,0.507547,0.747595,0.535152,class1
0.090605,0.477299,0.516797,0.323929,0.47351,0.695698,0.171626,0.656254,0.953237,0.765009,0.128321,0.409599,0.279517,0.6639,0.336802,0.921328,0.308226,0.809389,0.393274,0.086827,class1
0.94203,0.839921,0.38137,0.246934,0.71098,0.331368,0.007608,0.652237,0.426319,0.525483,0.949326,0.399604,0.143125,0.244657,0.366691,1.06629,0.260793,0.626824,0.443323,0.128019,class1
0.621546,0.129034,0.642943,1.006964,0.22814,0.343811,0.454852,0.329799,0.435241,0.523599,0.97771,0.638645,0.893911,0.508657,0.51487,0.465074,0.339526,0.709439,0.950924,0.207356,class1
0.655,0.630914,0.536333,0.851689,0.940352,0.320181,0.005007,0.473559,0.098501,0.605812,0.792286,0.653037,0.006107,0.047083,0.616349,0.459468,1.027086,0.476735,-0.107571,0.944275,class2
0.800462,0.198496,0.364457,-0.076159,0.711594,0.643303,0.494517,0.921507,0.672618,0.026549,0.327647,0.904081,0.800008,0.810568,0.242096,0.784947,0.094915,0.154614,0.534911,0.678023,class2
0.441596,0.27256,0.134732,-0.003277,0.060763,0.728502,0.446547,0.087086,0.476706,0.989734,0.921693,0.148819,0.99317,0.481963,0.82023,0.111429,0.158838,0.345698,0.356653,0.82223,class1
0.022136,0.15363,0.717389,0.822457,0.389499,0.661165,0.236796,0.240781,0.516078,0.301295,0.4686,0.344095,0.040987,0.100101,0.351436,0.029269,-0.00487,0.260728,0.320039,0.501935,class2
0.026204,0.160415,0.721339,0.825105,0.377076,0.663125,0.218912,0.246821,0.522839,0.301442,0.463131,0.344263,0.025977,0.116767,0.356857,0.035861,0.015111,0.271504,0.308129,0.496896,class2
0.500365,0.12927,0.505542,0.667247,0.115748,0.964092,0.501659,0.104847,0.484171,0.975031,0.392322,0.222969,0.566396,0.61416,0.734694,0.121338,0.842468,0.052894,0.903035,0.400021,class1
0.481586,0.824763,0.720116,0.882453,0.995554,0.927057,0.53972,0.033227,0.205351,0.171689,0.016301,0.408441,0.270711,0.986494,0.93253,0.115782,0.527125,0.885052,0.925105,0.07621,class2
0.765226,0.886562,0.443672,0.199213,0.621416,0.002426,0.506252,0.737062,0.333199,0.717466,0.496012,0.340017,0.51813,0.771618,-0.066712,0.968334,1.089199,0.123537,0.543178,0.241721,class2
0.434477,0.088905,0.210132,0.120869,-0.128102,0.545032,0.407961,0.509686,-0.142162,-0.157492,0.432048,0.560594,0.421928,1.189633,0.588532,0.577854,0.432903,1.040673,0.966247,0.073795,class1
0.643349,0.459027,0.640935,0.085916,0.119059,0.363922,0.627444,0.361125,0.500637,0.331052,0.18402,0.65042,0.142637,0.626229,0.2587,0.967672,0.377423,0.193244,0.8587,0.62931,class2
0.718097,0.662642,1.079603,0.647702,0.334414,0.599571,0.355024,0.307466,0.321602,0.436275,0.738739,0.843478,0.01262,0.157224,0.647122,0.028068,0.141894,0.821157,0.332421,0.741084,class2
-0.052969,1.027721,0.572511,0.258341,0.713063,0.039584,0.900036,0.335877,0.171584,0.203073,0.579521,0.697493,-0.053056,0.100828,0.738441,1.118613,0.492991,0.736058,0.181094,0.269208,class1
0.776748,0.085944,0.255022,0.197003,0.874009,0.491642,1.069856,0.455429,0.416603,0.704075,0.926213,0.187734,0.886237,0.509708,0.389293,0.138061,0.209459,0.653596,1.136606,0.381493,class1
0.677102,0.586423,0.039849,0.255769,0.791473,0.563535,-0.049304,0.875614,1.014339,0.173266,0.519925,0.431514,0.294538,0.613749,0.733794,0.675701,0.800773,0.387965,0.347385,0.960333,class2
0.491478,0.655734,0.518042,0.481615,0.430304,-0.048594,0.421178,0.979703,0.938471,0.527558,0.172114,0.215946,0.354818,0.778746,0.656984,0.987246,0.075533,0.398474,0.230185,0.342253,class2
1.165581,0.771922,0.26302,0.18822,0.859267,0.930368,0.231956,0.804453,0.736125,0.396283,0.216685,0.472258,0.286763,0.412218,0.601255,0.750751,0.636678,0.447016,0.868492,0.642,class2
0.877571,0.161534,-0.055729,0.237149,0.912857,0.37857,0.854332,0.312559,0.654331,0.737153,0.726736,0.364151,0.609827,0.478107,0.327656,-0.07064,0.335846,0.851626,0.90252,0.260335,class1
0.604656,0.798401,0.405093,0.92927,0.471347,0.245444,0.303772,0.017703,0.197689,0.97075,0.295969,0.487077,0.449358,0.782335,0.938475,0.491212,0.795181,0.539192,0.120603,0.543636,class1
0.685451,0.227821,0.313324,-0.013413,0.659161,0.623857,0.637735,0.963867,0.687491,0.120739,0.261682,0.896012,0.889146,0.792982,0.171596,0.698474,0.149944,0.136343,0.56878,0.685755,class2
0.259514,0.711835,0.37208,0.308382,0.73133,0.876878,0.950297,0.353957,0.106899,0.195832,0.368396,0.976093,0.607807,0.671928,0.209611,0.418618,0.023743,0.250743,0.179879,0.720632,class1
0.58264,0.619653,0.438196,0.645514,0.244362,-0.117079,0.376427,0.694626,0.879879,0.640024,0.245798,0.286262,0.489067,0.955308,0.651657,0.734256,0.04536,0.28131,0.281966,0.608913,class2
0.407129,0.454091,0.044686,1.097155,0.476315,0.194011,0.579974,0.869518,0.064039,0.774119,0.911051,0.374224,0.933966,0.565267,0.844062,0.12735,0.421502,0.81164,-0.046636,0.845686,class2
1.162039,0.201033,0.600072,0.931422,0.503357,0.766346,-0.083307,0.609763,0.436943,0.615049,0.585575,0.297079,0.760316,1.030062,-0.299048,0.289464,0.027319,0.661675,0.869129,0.037964,class1
0.967459,0.241605,0.302209,0.342885,0.632604,0.052904,0.576682,0.920958,0.835024,0.602277,0.862893,0.61165,0.040797,0.814199,0.978701,0.873128,-0.016172,0.169342,0.822335,0.952925,class1
0.804951,0.628611,0.427442,0.060243,0.417879,0.876047,0.21072,1.079346,-0.037415,0.06387,0.50383,0.767568,0.148699,0.807299,0.394649,0.944341,0.693524,0.231946,0.47552,0.483534,class2
0.800171,0.167739,0.600781,0.426187,0.012386,0.910304,0.293959,0.612616,0.113348,0.674499,0.606017,0.292801,0.123329,0.365416,0.419643,0.103095,0.464758,0.834535,0.18436,0.864377,class1
0.240001,0.70668,0.358896,0.308276,0.707983,0.87771,0.937191,0.352448,0.109816,0.167936,0.379447,1.002095,0.621482,0.694595,0.207156,0.41539,0.043049,0.272482,0.204268,0.699478,class1
0.881331,0.254233,0.826976,0.885687,0.571204,0.354115,0.409423,0.70137,0.369741,0.403422,0.378448,0.507651,0.723274,0.141425,0.684874,0.2941,0.645586,0.670553,-0.021329,0.320138,class1
1.300085,0.282975,0.088698,0.046175,0.799123,1.159588,0.349383,0.585187,1.265081,-0.092193,0.410488,0.408748,0.593622,0.303766,0.399103,0.725098,1.009655,-0.05783,0.572231,1.104557,class2
0.118419,0.400047,0.165963,0.641786,0.377877,0.466057,1.289248,0.604034,0.582739,-0.157245,0.618685,0.308106,0.540652,0.861382,0.624124,0.350225,0.724297,0.444526,-0.241838,0.467146,class2
0.266762,0.356339,0.204987,0.037473,0.718107,0.266023,0.147807,0.471531,0.161784,0.210938,0.599362,0.469114,-0.003805,0.635935,0.7267,0.224113,0.411922,0.415085,0.059533,0.432927,class1
-0.191302,0.574146,0.784776,0.768603,-0.335757,1.893673,0.928958,1.59405,1.669937,0.881518,-0.707187,-0.342782,0.607554,1.494027,-0.386368,-0.069662,0.061911,0.01673,-0.269981,1.013831,class2
0.093568,0.602981,0.547585,0.28854,0.486433,0.73082,0.196961,0.684686,0.843459,0.771657,0.110253,0.501276,0.290451,0.650915,0.33126,0.99658,0.375042,0.885176,0.452126,0.1079,class1
0.29857,0.376957,0.209902,0.21198,0.68592,0.557623,0.665532,0.312489,0.957654,0.72468,0.681441,0.231198,0.06849,0.519716,0.908039,0.658419,0.549287,0.405448,-0.043886,0.984428,class1
0.803345,0.186587,0.072298,0.530667,-0.036116,0.636767,0.876178,0.949461,0.900026,0.544208,0.580806,0.441677,0.270723,0.124992,0.47821,0.565435,0.622287,0.390761,0.895881,0.198394,class2
0.680815,0.234693,0.285862,-0.019097,0.687969,0.645758,0.630682,0.886977,0.676691,0.161429,0.216351,0.882698,0.898519,0.754809,0.182166,0.740426,0.073674,0.146165,0.571313,0.600422,class2
0.109468,0.51822,0.526753,0.360577,0.442814,0.69889,0.173845,0.699831,0.928656,0.739587,0.090759,0.438193,0.321395,0.654379,0.373359,0.910736,0.303585,0.807438,0.426688,0.054959,class1
0.199744,0.48433,0.588654,0.240394,0.096874,0.105136,0.376218,0.163328,0.877169,-0.033861,0.698727,0.725297,0.913841,0.011369,0.211743,0.174579,0.735093,0.174124,0.308681,0.815325,class1
0.552506,0.306043,0.854152,0.804344,0.093308,0.939721,0.970246,0.236885,0.392921,0.853676,0.404771,0.360295,0.150262,0.413759,0.199321,0.106298,0.933321,0.299091,0.228764,0.941927,class1
