@relation 'generators.RandomRBFGenerator '

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute class {class1,class2}

@data
0.934529,0.357236,0.185365,0.117211,0.464871,0.892461,0.429067,0.503262,0.601417,0.146275,class1
0.506552,0.980853,0.427183,0.680486,-0.062471,0.769193,0.648058,1.04261,0.321046,-0.047909,class2
0.165174,0.310146,0.268927,0.976484,0.496674,0.993164,0.884144,0.77976,0.896248,0.538065,class2
0.77826,0.742535,0.824099,0.521277,0.249177,0.720676,0.66808,0.035363,0.486883,0.783774,class2
0.389936,0.378321,0.393564,0.071519,0.719286,0.542029,0.454131,0.4515,0.479028,0.457818,class1
0.70125,0.250993,0.501658,1.019138,0.352348,0.430462,0.235383,0.975509,0.871857,0.48756,class1
0.612792,0.98006,0.469585,0.2125,0.378923,0.160525,0.531039,0.121886,0.629906,0.928167,class2
0.640878,0.598033,0.317862,0.69774,0.295152,0.724594,0.427097,0.203855,1.045441,0.408208,class2
0.320807,0.78019,0.576482,0.545789,-0.013451,0.692987,0.549266,0.917721,0.373632,-0.021444,class2
0.516303,0.933548,0.484652,-0.085996,0.266711,0.499141,0.901249,1.021358,0.340489,1.085888,class2
0.825552,0.5167,0.588972,0.809691,-0.228681,1.047487,0.327409,0.831927,0.237915,0.136828,class2
0.617648,0.43859,0.406514,1.068795,0.195903,0.678891,0.10216,0.864633,0.967486,0.375211,class1
0.857204,0.239798,1.499667,0.011739,1.171343,0.000366,1.151791,-0.10083,-0.132764,0.18519,class2
0.057355,0.186836,0.198585,0.903451,0.618738,0.917201,0.933856,0.993396,0.999213,0.650669,class2
0.372386,0.46167,0.337602,0.444234,0.503967,1.001582,0.628093,0.908524,0.502832,0.48725,class1
0.24111,0.23203,0.330603,0.38603,0.859251,0.78793,0.409869,0.243619,0.05125,0.637888,class1
0.074846,0.400689,-0.168492,-0.249615,0.290279,0.790224,0.482312,-0.002944,0.950073,-0.038312,class1
0.892093,0.669351,0.100887,0.831156,0.685767,0.233675,0.734453,0.981379,0.018417,0.072303,class2
-0.205209,0.074375,0.24725,1.315193,-0.029187,0.443642,0.30119,0.319183,0.701701,0.617308,class1
-0.057151,0.859525,0.866118,0.568553,0.568324,-0.03422,1.067611,0.14187,0.140234,0.702957,class1
0.917157,0.380408,0.172694,0.133578,0.478332,0.875337,0.412621,0.529003,0.633554,0.161316,class1
0.835563,0.260393,0.636592,0.716258,0.806787,0.464291,0.116062,0.505091,0.743396,0.052514,class2
0.325813,0.992655,0.776225,0.201685,0.408461,0.322103,0.18463,0.315897,0.322289,0.539559,class2
1.113179,0.110182,1.061332,0.444423,0.650873,0.076976,0.195256,0.573559,0.283846,0.834983,class1
0.231657,0.479048,-0.014382,0.201069,0.09353,0.940092,0.263271,-0.470913,0.394288,1.084796,class1
0.796192,0.721563,0.802351,0.527348,0.247165,0.712464,0.74105,0.100273,0.507384,0.846254,class2
0.715251,0.7664,0.86276,0.517435,0.258032,0.769757,0.69354,0.081081,0.487166,0.80721,class2
0.148625,0.55204,0.616607,0.348419,0.122829,0.010133,0.36574,0.260218,0.782195,0.059576,class2
0.053918,0.594955,0.689051,0.572353,0.35646,0.94228,0.685693,0.223578,0.445109,0.700196,class1
0.4515,0.134651,0.624371,0.405603,0.338844,0.508337,0.137201,0.889435,0.446434,0.769424,class1
0.399806,0.872933,0.550941,0.535368,0.042771,0.790175,0.66532,0.849545,0.462276,0.009873,class2
0.494168,0.779276,0.602542,0.891918,0.778054,0.200813,0.274237,0.416756,0.069617,1.26834,class2
0.273822,0.577392,0.277735,0.60113,0.287646,0.919403,0.271814,0.533449,-0.079337,0.932518,class1
0.588847,0.741818,0.342253,0.73052,0.365411,0.74448,0.648136,0.339294,0.95209,0.642424,class2
-0.104372,0.936923,0.518499,0.182288,0.268336,0.242189,0.520376,0.393578,0.385071,-0.033401,class2
0.429183,0.150261,0.616684,0.21155,0.791223,0.956052,0.941912,0.042718,-0.046917,0.55149,class1
-0.176069,0.951511,0.866698,0.480349,0.867968,0.141086,0.384477,0.070818,0.953571,0.774498,class1
0.716278,0.884338,0.371574,0.72666,0.238152,0.427813,0.676656,0.501899,0.956477,0.732883,class2
0.497692,0.238997,0.359586,0.132023,0.598793,0.676665,0.59761,0.189753,0.015059,0.295678,class1
1.114263,0.262708,0.470393,1.012931,0.903684,0.185151,0.014853,0.406952,0.828975,0.436253,class2
0.684828,0.157259,0.647633,0.552322,0.502332,0.875821,1.031314,0.912685,0.09452,0.077684,class2
0.38965,0.396667,0.407582,0.036963,0.731969,0.555137,0.460376,0.466652,0.463957,0.47394,class1
0.070765,0.878257,0.772616,0.759901,0.651284,0.158252,0.98869,0.154016,0.076576,0.676235,class1
0.341614,0.504214,0.309319,0.583279,0.310572,0.962667,0.220054,0.421785,-0.01716,0.812843,class1
0.188031,-0.034185,0.831096,0.400486,0.80639,0.710977,0.205879,0.358172,0.714678,0.424961,class1
0.079974,0.638972,0.652984,0.550566,0.358073,0.918032,0.663733,0.270246,0.449091,0.727655,class1
0.71948,0.81325,0.332567,0.794906,0.252569,0.679582,0.523641,0.317737,0.804251,0.683292,class2
0.340469,-0.156808,0.431069,0.202083,0.845935,0.785572,1.0296,0.01456,0.339338,0.481772,class1
-0.137666,0.070133,0.90139,0.74256,0.601881,0.622403,0.140012,0.374925,0.843188,0.407822,class1
0.90051,0.475564,0.108713,0.089305,0.561873,0.849013,0.45026,0.611516,0.517104,0.284766,class1
0.630543,0.501763,0.515697,-0.083168,0.510791,0.591519,0.219259,0.324561,0.389709,0.511902,class1
-0.004863,0.452257,0.484573,0.884089,1.005707,1.009669,0.433788,0.058747,0.809543,0.241986,class2
0.391642,0.398282,0.406105,0.030453,0.712856,0.575426,0.430094,0.449596,0.432593,0.462594,class1
0.35362,0.76982,0.099112,0.596024,0.638141,-0.305676,0.778304,0.570431,1.090961,0.872798,class2
0.3717,0.973493,0.664399,0.683642,0.196064,0.392408,-0.00269,0.252298,0.225097,0.730671,class1
0.666052,-0.067983,0.194226,0.282965,0.790201,0.304716,0.296584,0.592581,0.350848,0.349142,class2
-0.085057,0.261003,0.666041,0.91381,0.459693,0.667976,0.258854,0.220439,0.493075,0.399569,class1
0.302815,0.378095,0.4213,0.473711,0.222034,1.007372,0.209037,0.491713,0.158209,0.720485,class1
0.163073,1.083309,-0.215541,0.21064,0.108747,0.679297,0.482366,0.163613,0.770959,0.168446,class2
0.142813,0.755559,0.170218,0.01464,0.447427,0.791606,0.655636,0.040195,0.739331,0.079419,class1
0.317987,0.752018,0.441068,0.009204,0.324742,0.514515,0.827499,0.999676,0.366761,0.835046,class2
0.124127,0.954232,0.075739,0.400148,0.271575,0.293284,0.267505,0.48919,0.771972,0.26973,class2
0.87452,0.69645,0.146683,0.674207,0.230212,0.674416,0.848819,0.390634,0.585807,0.571157,class2
0.450467,-0.109325,1.223432,0.824812,0.506375,0.546287,0.098119,0.829753,0.214013,0.022771,class1
1.038914,0.096409,0.961236,0.418836,0.906446,0.154588,0.276686,0.339856,0.25606,0.911086,class1
0.201791,0.608356,0.830032,0.064664,0.595827,0.335007,0.893616,0.346634,0.12864,0.169453,class2
0.094637,0.88222,0.785723,0.750216,0.657455,0.182989,0.977289,0.158305,0.087262,0.671938,class1
0.125888,1.095723,0.422386,0.667362,-0.080254,1.009501,0.389699,1.122809,0.203067,-0.221099,class2
0.43123,0.364824,0.412721,0.515098,0.614349,0.963522,0.723715,0.868144,0.430754,0.363389,class1
-0.125596,0.530226,0.556138,0.517635,0.2976,0.909555,0.828319,0.380042,0.472146,0.654558,class1
-0.426446,0.770044,1.391723,0.968571,0.594001,0.390192,0.482665,0.726431,0.073833,0.922941,class1
0.338589,0.464147,0.187705,0.506412,0.9906,0.877469,0.209065,-0.008349,0.732779,0.550195,class2
0.403137,0.821794,0.583127,0.615717,-0.008838,0.763126,0.607502,0.921556,0.439458,-0.01764,class2
0.036275,0.839859,0.7689,0.697171,0.701846,0.224828,0.914205,0.111837,0.120783,0.662783,class1
0.42091,0.061739,0.692942,0.065473,0.729752,0.302771,0.589504,0.037545,0.958806,0.395216,class2
0.417257,0.197196,0.238623,0.723527,0.198129,0.865864,0.84652,-0.136466,0.800475,0.877045,class2
0.500999,0.857836,0.703064,0.78904,0.339248,0.374982,0.033369,0.443879,0.074261,0.84402,class1
-0.310765,0.070646,0.263296,1.714584,-0.560327,-0.361998,0.618282,0.51913,0.312653,-0.741201,class1
0.91763,0.414608,0.860107,0.438668,0.408009,0.095839,0.854593,-0.162742,0.37011,1.209189,class2
0.373973,0.85582,0.445782,0.003318,0.390756,0.551292,0.821506,0.896617,0.408479,0.752742,class2
0.494532,0.017444,0.357794,0.242791,0.799588,0.108061,0.519584,0.528257,0.357865,0.439928,class2
0.26428,0.41892,0.217455,0.491933,1.028923,0.643046,0.404403,0.010833,0.177599,0.749064,class1
0.387391,0.403264,0.413295,0.03349,0.727135,0.567515,0.444541,0.466097,0.453999,0.491982,class1
0.269271,0.153002,0.33726,0.366239,0.930467,0.892472,0.39108,0.184378,-0.007423,0.682999,class1
0.288318,0.515336,-0.134002,-0.179357,0.614019,1.033276,0.948827,0.199144,0.724134,0.064762,class1
0.236743,0.725655,0.06145,-0.545035,-0.054021,0.551095,1.370172,0.310193,1.210917,-0.307284,class1
0.881005,0.221864,0.534071,0.823531,0.681647,0.375676,0.038831,0.460307,0.771854,0.06192,class2
0.004598,0.624267,0.726267,0.51858,0.422821,0.884621,0.74233,0.208493,0.489924,0.693462,class1
0.319097,0.829264,0.63863,1.010588,0.339545,0.337415,0.896136,1.132657,0.403455,0.09827,class1
0.890696,0.614931,0.775974,0.225185,0.30556,0.822041,0.0242,0.890437,0.415459,0.783599,class2
0.001399,1.05933,0.435625,0.112304,0.157347,0.43582,0.397886,0.097617,0.958387,0.13848,class1
0.045969,0.821587,0.574259,0.914357,0.732093,0.641122,0.010956,0.547556,0.838847,0.741063,class1
0.010376,1.044779,-0.321994,0.246997,0.310894,0.443267,0.09212,0.523215,0.596465,0.075104,class2
0.003628,-0.32397,0.452255,0.269699,1.104035,0.603926,0.50379,0.096547,0.294841,0.182486,class1
0.192157,0.445413,0.430546,0.50675,0.713162,0.014313,0.645675,0.421142,0.390303,0.011763,class2
0.42664,0.793848,0.74516,0.46524,0.548314,0.205025,0.295765,0.571064,0.221595,0.646712,class2
0.040499,0.852477,0.597773,0.908031,0.605289,0.741542,-0.025933,0.576287,0.878896,0.90776,class1
0.260102,0.372271,0.4529,0.455575,0.50523,1.004426,0.581679,-0.073319,0.540537,0.874229,class2
0.499856,0.984574,0.587792,0.969815,0.412906,0.102434,0.964833,0.975476,0.484582,0.285879,class1
0.029366,0.800407,0.568543,0.927303,0.741811,0.665769,0.035971,0.533448,0.825562,0.736566,class1
0.617853,0.906113,0.306933,0.509856,0.528932,0.42818,0.379891,0.572248,0.050656,0.610296,class1
0.37166,0.90394,0.584529,-0.034871,0.527472,0.486611,1.008008,1.143373,0.24877,0.85769,class2
-0.546078,0.734232,0.42914,0.583416,0.32134,0.877098,0.249387,0.37193,0.409562,0.708377,class1
0.173338,0.158241,0.645719,1.213041,-0.01864,0.357838,-0.041135,0.189944,0.79593,0.630441,class1
0.230964,-0.081543,0.39953,0.426615,0.756004,0.13263,0.493177,0.472146,0.125981,0.393397,class2
0.12579,0.454538,0.524846,0.545762,0.218585,0.600898,0.197208,-0.008421,0.176511,0.149696,class2
0.978583,0.580281,0.651415,0.23748,0.559252,1.076134,0.30513,0.943785,0.328705,0.635943,class2
0.025147,0.646923,1.100959,0.651229,0.571305,0.219693,1.285888,0.197243,0.406073,-0.049023,class2
0.199103,0.769485,0.192273,0.056079,0.397182,0.786672,0.703135,0.124204,0.795106,0.066338,class1
0.594228,0.398268,-0.128433,0.579448,0.492311,1.134491,0.694633,0.70631,0.52521,0.488077,class2
0.326104,0.367089,0.477533,0.042787,0.716228,0.56096,0.414635,0.501554,0.445394,0.533565,class1
0.330075,0.771106,0.455557,-0.023933,0.334986,0.582395,0.82925,0.897337,0.363767,0.83253,class2
0.094629,0.919053,0.782886,0.70583,0.607171,0.183673,0.931155,0.196022,0.03391,0.726826,class1
0.975129,0.776245,0.112101,0.805933,0.695546,0.221498,0.770476,0.924794,0.091108,0.020498,class2
0.270066,-0.502668,0.523329,0.583738,0.463291,-0.460111,0.956774,0.986558,0.868531,0.099742,class2
0.509417,0.967609,0.597376,0.965062,0.422135,0.129674,0.969909,0.960851,0.480013,0.301981,class1
0.04426,0.645864,0.861716,0.072173,1.129764,0.677751,-0.101344,0.441642,0.968028,0.631139,class1
0.320445,0.691463,1.026787,0.826557,0.855518,-0.008812,0.808532,0.290285,0.087758,0.854216,class1
0.340357,0.099444,0.623202,0.09207,0.810342,0.314426,0.640345,0.061245,0.942341,0.459381,class2
0.713213,-0.068405,0.425335,0.73431,0.597865,1.113482,0.807426,0.736014,0.26515,0.241973,class2
0.381308,0.990242,0.605713,0.682974,0.212156,0.410024,0.029795,0.267938,0.202623,0.717231,class1
0.634362,0.756372,0.384422,0.810381,0.332651,0.662554,0.530777,0.332187,0.852008,0.583387,class2
0.93711,0.79672,0.06935,0.867733,0.73141,0.311188,0.719147,1.039573,0.062985,0.039826,class2
0.566054,1.324412,0.670053,0.774233,0.095987,0.863137,0.186951,0.391818,0.394486,0.536532,class2
0.452355,0.056411,0.397312,0.27827,0.802326,0.129516,0.553378,0.463691,0.329472,0.403551,class2
0.163442,0.48164,0.287069,0.497707,0.885681,0.999677,0.115156,0.025674,0.76022,0.472542,class2
0.89652,0.424867,0.153502,0.096809,0.50041,0.871261,0.4733,0.472085,0.682907,0.191194,class1
0.105997,0.553916,0.889837,0.520024,0.745288,0.667928,0.197972,0.123274,0.58823,0.335302,class2
0.381324,0.469492,0.330702,0.436303,0.510327,0.99574,0.634107,0.911997,0.501927,0.485758,class1
0.326492,-0.078748,0.251594,0.735048,0.538521,0.917795,-0.450908,0.289552,0.590506,1.303578,class2
0.483902,0.012966,0.353603,0.216212,0.81271,0.120727,0.506493,0.554686,0.359929,0.470974,class2
0.201011,0.478435,0.56997,0.279732,0.055528,0.095845,0.43156,0.202994,0.83486,0.005338,class2
0.472186,0.246461,0.616593,0.809047,1.253927,0.888479,0.077976,0.399884,1.242986,0.355068,class2
0.459632,-0.131137,0.781374,1.127976,1.234824,0.668612,0.341767,1.020371,0.35247,-0.318111,class2
1.158956,0.42435,0.921931,1.066478,1.085111,0.089557,0.528519,0.757316,0.673609,-0.280692,class2
0.567056,0.511061,-0.124007,-0.328374,1.210644,-0.089695,0.709447,0.820677,0.789867,0.123284,class2
0.35805,0.523252,0.303522,0.565856,0.293484,0.98052,0.209413,0.429295,0.019499,0.83831,class1
0.177533,0.945979,0.019521,0.423493,0.288854,0.371289,0.335986,0.502098,0.715894,0.262881,class2
0.787917,0.547436,-0.04331,0.748328,0.823617,0.158467,0.724831,0.936513,0.175975,0.113017,class2
0.77891,1.101235,0.550438,0.573855,0.427601,0.847619,0.869505,0.483869,1.204283,0.505831,class2
0.034415,0.181359,0.322708,0.75586,0.299929,1.165827,0.742096,0.826847,0.948189,0.835431,class2
0.551844,0.604027,0.407119,1.077341,0.328732,0.516453,0.580188,-0.068444,0.905069,0.077731,class2
0.353347,0.470508,0.32272,0.45723,0.531317,1.025092,0.616378,0.910999,0.529884,0.468719,class1
0.458328,0.719032,0.739261,0.524317,0.628798,0.191129,0.319297,0.491013,0.17488,0.597255,class2
0.745375,0.122366,0.332883,0.516966,0.222391,1.36054,0.542893,0.187608,1.04015,1.20616,class2
0.171701,-0.174155,0.401622,0.276343,0.635996,1.155243,1.228846,0.323699,0.416651,1.134764,class2
0.339738,0.730978,0.319445,-0.086843,0.284718,0.381794,1.038102,0.97971,0.18568,0.865019,class2
0.924367,0.887301,0.202406,0.206525,0.343222,-0.185055,0.455837,0.036204,0.693171,0.982998,class2
0.213504,0.703725,0.668337,0.547158,0.614532,0.69372,0.413409,0.534478,-0.135708,0.854889,class1
-0.169282,0.817274,1.020313,0.522722,0.342317,0.286687,0.67032,0.45056,-0.045792,0.412918,class1
0.410978,0.846975,0.481184,0.602171,0.572682,0.416654,0.215881,0.668421,0.263103,0.532379,class2
-0.282068,-0.341542,1.073395,0.402252,0.649637,0.178424,-0.082067,0.828732,0.837996,0.985745,class1
-0.021099,0.828917,0.538708,0.968028,0.789109,0.697826,-0.022649,0.526577,0.90003,0.793467,class1
0.663694,0.274311,0.598749,0.852837,0.341103,0.595194,0.281151,0.874955,0.728286,0.406363,class1
0.983503,0.818699,0.014216,0.958118,0.553257,0.228709,0.636803,1.011475,0.167006,0.084931,class2
-0.095528,1.172062,0.732586,0.808346,0.738721,0.077461,0.899274,-0.043375,0.248974,0.408047,class1
0.169788,0.615027,0.637128,0.811556,0.602501,0.399784,0.230284,0.704971,0.704104,0.710542,class1
0.406513,1.346537,0.599347,0.771749,0.735226,0.695178,1.351024,-0.212326,0.817011,-0.075084,class1
-0.219293,-0.026235,0.638077,0.431369,0.398559,-0.231013,0.054498,-0.33643,1.336426,-0.240611,class2
-0.132806,0.684185,0.482339,0.43073,0.336332,1.063306,0.534906,0.195112,0.636488,0.608775,class1
0.203447,0.791667,0.48467,0.134607,0.194186,0.527572,1.036178,0.885776,0.42484,0.799015,class2
0.352058,0.38258,0.44899,0.076909,0.746347,0.547423,0.42975,0.45693,0.444698,0.460743,class1
0.257612,0.270743,0.192613,1.00248,0.41816,0.818005,0.78985,0.915473,0.964704,0.495555,class2
-0.09582,-0.069645,0.621772,1.108131,1.17921,0.274493,0.244568,-0.167035,0.718784,0.057431,class2
0.521104,1.057978,0.5085,0.737198,0.217336,0.522525,0.170511,0.227183,0.30908,0.639865,class1
0.336996,0.892473,0.522711,0.112028,0.474364,0.50689,0.854099,0.891293,0.47369,0.819514,class2
0.317262,0.835925,0.501604,0.602664,0.170324,0.332866,0.219091,0.263653,0.241424,0.672341,class1
0.203688,0.450576,0.42914,0.518938,0.700813,0.024841,0.639623,0.432218,0.389686,0.005499,class2
0.356965,0.483859,0.255057,0.627394,0.389918,0.903747,0.291618,0.479971,0.117179,0.758782,class1
0.541526,0.118844,0.337001,0.582068,0.554206,0.966409,0.954582,0.154546,0.573877,0.971122,class2
0.79039,0.178589,0.07047,0.428402,-0.011775,0.649107,0.909043,1.038767,0.813218,0.570994,class2
0.46793,-0.02042,0.610997,0.056245,0.642449,0.858323,0.841812,0.031114,-0.015262,0.443507,class1
0.342119,0.129384,0.269189,-0.130791,-0.022175,0.096563,0.626569,0.403396,0.760245,-0.047481,class2
0.466166,0.015092,0.672068,0.083358,0.722928,0.331434,0.622158,0.007332,0.952622,0.374832,class2
0.29048,0.931905,0.202296,0.061476,0.634956,0.257272,0.147682,0.422879,0.804723,0.201596,class2
0.994488,0.104087,0.575263,0.829842,0.898744,0.253928,-0.031342,0.477436,0.620305,0.247733,class2
0.228987,0.546003,0.961414,0.541501,0.365177,0.19799,0.506191,0.426931,0.331503,0.614829,class2
0.034202,0.065133,0.431822,0.818338,0.948183,0.300107,0.2742,0.019928,0.818123,0.164377,class2
0.755519,0.741879,0.859676,0.547679,0.259541,0.753274,0.702953,0.063753,0.537722,0.791077,class2
0.185376,0.152037,0.680649,0.38506,0.597468,0.609966,0.249572,0.471415,0.815505,0.671106,class1
0.238852,0.248679,0.421111,0.822221,0.520058,0.831882,0.903049,0.672938,0.987064,0.725566,class2
0.322271,-0.043698,0.176918,1.077703,0.657116,0.952058,0.583259,1.006525,0.974817,0.881243,class2
0.487791,0.647627,0.035484,0.24273,0.842373,0.25749,0.645759,0.220362,0.552923,0.40946,class2
0.087936,0.213394,0.693078,0.671193,0.431917,0.735305,0.000475,0.542925,1.032232,0.314707,class1
0.954848,0.440138,0.882242,0.889302,0.942355,0.598482,-0.087399,0.310153,0.750674,-0.154125,class2
0.072069,0.834147,0.555585,0.962504,0.690592,0.636412,0.089792,0.573322,0.845229,0.676308,class1
0.42314,0.065893,0.681802,0.061821,0.724956,0.308037,0.567238,0.00827,0.961506,0.414993,class2
0.389723,1.02118,0.279789,0.540409,0.369801,0.566095,0.539504,0.304219,0.578098,0.021687,class2
0.86411,0.184486,0.036978,0.498225,0.011642,0.664003,0.929937,1.001087,0.87208,0.603784,class2
0.45517,0.286768,0.466396,0.688652,0.423032,0.953524,0.802656,0.088631,0.595134,0.923799,class2
0.093669,0.86904,0.754875,0.76777,0.638363,0.157678,0.979482,0.15981,0.093439,0.677836,class1
0.690942,0.800169,0.410948,0.776692,0.279236,0.591433,0.534553,0.273242,0.803382,0.654382,class2
0.368082,0.822528,0.50306,0.053832,0.366277,0.53743,0.807685,0.980679,0.443891,0.781608,class2
0.197105,0.298523,0.380728,0.371416,0.825684,0.76243,0.309797,0.254739,0.012667,0.665384,class1
1.050092,0.403224,-0.003928,0.949149,0.492223,0.39368,0.790384,1.171483,-0.037432,0.133243,class2
0.248203,0.82632,-0.04973,0.348405,0.193496,0.435831,0.290171,0.450987,0.606367,0.157159,class2
-0.239299,0.979169,0.527891,1.277681,0.651554,0.459918,0.30092,0.883069,1.067474,0.670967,class1
0.444789,0.347021,0.505465,0.55339,0.191905,1.194137,0.834978,0.114189,0.416026,0.67256,class2
0.758727,0.053177,0.718924,0.880201,0.604716,0.407109,-0.053586,0.304119,0.720498,0.246142,class2
0.074972,0.033553,0.741131,0.318729,0.709424,0.781519,0.160285,0.315517,0.6438,0.486519,class1
0.351282,0.354846,0.385368,0.038248,0.751082,0.54875,0.493502,0.471523,0.471996,0.503406,class1
0.307775,1.160975,0.324609,0.697569,0.55564,-0.247074,0.682019,0.856401,0.745546,0.514879,class1
1.020912,0.74442,0.479528,0.473861,0.49873,-0.046761,0.507841,0.122768,0.29887,0.879997,class2
-0.350838,0.393702,0.570015,1.051824,0.11727,0.000441,0.884492,0.509199,0.17538,0.936886,class1
-0.034605,0.069812,0.784117,0.975092,0.615998,0.82037,-0.187159,0.556325,1.00754,0.180475,class1
0.750307,0.745793,0.849931,0.527753,0.263998,0.751904,0.693517,0.066525,0.51678,0.812414,class2
-0.089918,0.182096,0.941202,0.87835,0.590824,0.488511,0.285732,0.01081,0.433044,0.257945,class1
0.81878,0.191568,0.801435,0.842933,0.666051,0.869277,0.094822,0.988641,0.801961,0.233819,class1
0.566711,0.418815,0.391624,0.435747,0.432418,0.716408,0.464953,-0.096497,-0.261652,1.141756,class1
0.313633,-0.119064,0.816586,1.136657,0.131151,0.410974,0.226618,-0.015458,0.61729,0.535023,class1
0.31055,0.545153,0.361382,0.41469,0.432164,0.988576,0.55325,0.826499,0.417969,0.443208,class1
0.115457,0.198393,-0.001139,0.637106,0.457989,0.672295,0.56204,0.398227,0.916894,1.091603,class2
0.388575,0.370106,0.417946,0.065539,0.69877,0.580102,0.45277,0.46101,0.436238,0.457644,class1
0.17466,0.644952,0.205328,0.113289,0.351481,0.640701,0.725169,0.200943,0.819309,0.172164,class1
0.106219,0.106444,0.767974,0.331038,0.757784,0.774304,0.14069,0.291546,0.643665,0.551722,class1
0.277421,0.539517,0.341216,0.472749,0.169929,0.909532,0.173565,0.55025,-0.124773,0.95019,class1
0.182509,0.93161,0.526246,0.928631,0.57366,0.322413,1.280676,0.438907,-0.020132,0.917961,class1
0.209763,0.560116,0.359903,0.533164,0.184321,1.021126,0.573813,0.28731,0.623923,0.779118,class2
0.294286,0.792144,0.404099,0.215331,0.254946,0.552122,0.781071,0.918352,0.7199,0.951349,class2
0.399834,0.788105,0.531037,0.009217,0.400357,0.523081,0.889161,1.012611,0.416779,0.808736,class2
0.401426,0.455307,0.267383,0.617624,0.248577,1.025331,0.163112,0.381643,-0.015336,0.822499,class1
0.203101,0.72211,0.103931,0.073248,0.308312,0.69088,0.67247,0.192805,0.788613,0.096013,class1
0.490753,0.346126,0.510133,0.744756,0.471363,0.927337,0.766971,0.111232,0.586357,0.921277,class2
0.123758,0.944831,-0.263728,0.536924,0.665354,0.129289,0.178985,0.784121,0.785084,-0.022793,class2
0.240863,1.132421,0.376168,0.803482,0.421908,0.217932,1.106594,0.771662,0.681785,0.01347,class1
0.497374,0.957438,0.63198,0.540325,0.145295,0.72239,0.756113,1.053488,0.490782,0.066559,class2
0.04116,0.318295,0.260416,0.639428,1.194361,0.816045,0.613599,0.512546,-0.339479,1.054412,class1
0.059114,0.051209,0.715256,0.307073,0.706656,0.767218,0.056661,0.320059,0.607086,0.485692,class1
-0.108088,0.372207,0.732157,0.685684,0.466896,0.916712,-0.020906,0.414724,0.821493,0.369806,class1
-0.138449,0.830249,0.508238,1.007394,0.827725,0.663391,-0.076342,0.664237,0.988538,0.627329,class1
-0.131089,-0.066017,1.262966,0.7541,1.218972,0.255838,-0.065577,0.491488,0.638549,0.378902,class1
0.385585,0.363278,0.39513,0.015063,0.765029,0.59726,0.464302,0.460573,0.490672,0.513384,class1
0.645482,0.234202,0.741025,-0.081378,0.678407,0.987716,0.902049,0.095029,-0.248188,0.356102,class1
0.222898,0.805436,0.928817,0.52472,0.134048,0.278798,0.935238,0.957285,0.614925,0.704152,class1
0.959085,0.647576,0.198098,0.327072,0.301295,0.190708,0.157872,0.820784,0.9623,0.509608,class1
0.355968,0.986646,0.562829,0.719541,0.208469,0.398139,0.003681,0.231928,0.183346,0.672076,class1
0.195058,0.918161,0.042321,0.40323,0.299839,0.357181,0.325451,0.512057,0.702324,0.260527,class2
0.575484,0.160448,0.335155,0.491273,0.286337,0.861246,0.879927,0.330286,0.788785,0.886505,class2
0.395374,0.480607,0.341485,0.41985,0.499662,0.980762,0.63514,0.906582,0.505021,0.511795,class1
0.250821,0.419899,0.659303,0.273479,0.083706,0.151298,0.45763,0.275516,0.805523,0.041065,class2
1.159502,0.048285,0.864735,0.356687,0.607815,0.004972,0.328145,0.466537,0.419913,1.027323,class1
0.901316,0.328151,0.159347,0.111092,0.54512,0.894791,0.360322,0.594243,0.5987,0.12733,class1
0.008816,0.481571,0.86439,0.707412,0.214073,0.963522,0.822489,0.326616,0.487702,0.545331,class1
0.163343,0.933708,0.940131,0.163602,1.043382,1.197953,0.250973,0.60492,0.497142,-0.622757,class2
0.100412,0.211994,0.707074,0.374335,0.743996,0.687149,0.248232,0.241452,0.75145,0.497087,class1
0.929204,0.586393,0.749884,0.24149,0.295186,0.743198,0.096777,0.93326,0.364126,0.718337,class2
0.090555,0.363614,0.577247,1.389282,0.816641,0.814858,1.119529,0.912554,0.498331,0.57151,class2
0.621174,0.475574,0.51343,-0.092105,-0.299713,-0.097903,0.575443,-0.031857,0.60428,-0.405334,class2
0.273572,0.493913,0.931967,0.212317,0.572874,0.477655,0.83998,0.557642,0.055774,0.122781,class2
0.506682,0.718598,0.071312,0.384044,0.836612,0.144703,0.607483,0.231498,0.648901,0.38667,class2
0.751752,0.720676,0.839332,0.512759,0.289457,0.757482,0.703751,0.058478,0.536272,0.797149,class2
0.418893,0.405779,0.275783,0.350208,0.472757,1.022313,0.630251,0.895851,0.621168,0.405299,class1
0.391718,0.379272,0.392155,0.031887,0.724477,0.550341,0.45769,0.45764,0.441928,0.478817,class1
0.37642,0.867021,0.537742,0.573635,0.043804,0.760226,0.613374,0.877722,0.438814,-0.003383,class2
0.400232,0.398007,0.455031,0.056878,0.683372,0.605192,0.456752,0.438564,0.42818,0.498425,class1
0.255795,1.110001,-0.131063,0.462262,0.420722,0.492557,0.460464,0.491768,0.816801,0.37617,class2
0.514592,0.539293,0.472274,0.217843,0.532886,-0.279609,0.765949,0.436847,0.308527,1.218641,class2
0.35363,0.382111,0.389177,0.082445,0.695586,0.594101,0.472373,0.422704,0.412154,0.520662,class1
